0,963
0,5369
0,6912
0,8137
0,8430
0,8959
0,11386
0,14469
0,14938
963,2316
963,4697
963,5065
963,6927
963,9914
963,10944
963,13912
963,14953
963,15424
963,16035
5369,472
5369,995
5369,2205
5369,2453
5369,6932
5369,10782
5369,12807
5369,14992
5369,15035
6912,222
6912,1701
6912,3861
6912,3922
6912,8915
6912,10577
6912,12249
6912,12984
6912,13459
6912,14074
6912,15030
8137,726
8137,3400
8137,3988
8137,9920
8137,15868
8430,2953
8430,4131
8430,6598
8430,7191
8430,7877
8430,11360
8430,12331
8959,147
8959,306
8959,321
8959,331
8959,2039
8959,3558
8959,6040
8959,8567
8959,9128
8959,9845
8959,13179
8959,14971
11386,572
11386,1101
11386,2706
11386,3306
11386,4821
11386,8824
11386,9137
11386,12847
11386,14706
11386,15451
14469,674
14469,2349
14469,5708
14469,6102
14469,7141
14469,7398
14469,8746
14469,9962
14469,14151
14469,15774
14469,15930
14938,2914
14938,4032
14938,6052
14938,6769
14938,7955
14938,11234
14938,12198
14938,12551
1,1060
1,2126
1,2337
1,3620
1,7318
1,8229
1,9321
1,10599
1,10645
1,11587
1,12875
1,13487
1,14217
1060,895
1060,931
1060,1951
1060,5000
1060,5597
1060,5925
1060,6682
1060,7151
1060,7858
1060,8261
1060,8802
1060,11556
1060,14545
2126,1026
2126,1802
2126,2094
2126,2338
2126,5335
2126,6925
2126,7683
2126,9013
2126,10228
2126,12380
2337,400
2337,2549
2337,3496
2337,3571
2337,4551
2337,4655
3620,2981
3620,3333
3620,8901
3620,9310
3620,10277
3620,11250
3620,11340
7318,612
7318,2307
7318,2395
7318,2401
7318,4170
7318,4422
7318,5840
7318,7115
7318,7290
7318,9013
7318,9732
7318,9919
7318,10664
7318,14390
8229,1088
8229,1543
8229,2551
8229,6472
8229,10799
8229,12788
8229,12799
8229,15309
8229,15747
8229,15916
9321,2266
9321,4194
9321,7448
9321,8078
9321,8909
9321,10837
9321,11414
9321,12117
10599,762
10599,1584
10599,5929
10599,6028
10599,10436
10599,11593
10599,11916
10599,13034
10599,14926
10645,1534
10645,5036
10645,5588
10645,7750
10645,8488
10645,9059
10645,9839
10645,10626
10645,10692
10645,12891
10645,13213
10645,14102
11587,891
11587,1804
11587,3292
11587,3552
11587,3668
11587,9897
11587,10077
11587,11910
11587,12059
11587,12107
11587,15195
11587,15664
12875,287
12875,2725
12875,12671
12875,13216
12875,13664
13487,1031
13487,5487
13487,6132
13487,6329
13487,7048
13487,11325
13487,14153
13487,14228
14217,245
14217,366
14217,4454
14217,5450
14217,6513
14217,7568
14217,7891
14217,8493
14217,9891
14217,11318
14217,12235
14217,13548
14217,14478
2,1788
2,6135
2,6617
2,6847
2,8286
2,9245
2,12893
2,15057
1788,1165
1788,2141
1788,14344
1788,14908
1788,15969
6135,4429
6135,5127
6135,6711
6135,9336
6135,10609
6135,10754
6135,14978
6135,15143
6135,15276
6135,15283
6617,1761
6617,2250
6617,2361
6617,2715
6617,2835
6617,5068
6617,5940
6617,7376
6617,8008
6617,8518
6617,11710
6617,12719
6617,14536
6847,5723
6847,6639
6847,7513
6847,11620
6847,14843
8286,2129
8286,2359
8286,3445
8286,5023
8286,7286
8286,9515
8286,10119
8286,11476
8286,12612
8286,12677
9245,3964
9245,4888
9245,5859
9245,8623
9245,9322
9245,10205
9245,13497
9245,15221
12893,1064
12893,1729
12893,2734
12893,5737
12893,7976
12893,10140
12893,10145
12893,11223
12893,12077
12893,12926
12893,13787
12893,15206
12893,15259
12893,15419
12893,16009
15057,949
15057,3363
15057,4677
15057,4706
15057,5298
15057,5827
15057,6744
15057,6884
15057,7989
15057,9740
15057,10986
15057,11888
15057,13041
3,4952
3,5938
3,6558
3,8039
3,8356
3,13762
3,15267
3,15672
4952,9203
4952,12251
4952,13330
5938,2739
5938,2895
5938,6492
5938,8680
5938,9231
5938,10052
5938,10981
5938,11579
5938,11640
5938,12144
6558,911
6558,996
6558,4866
6558,5105
6558,7067
6558,9093
6558,11493
6558,14127
6558,14296
6558,15784
8039,1319
8039,1335
8039,3205
8039,5555
8039,5751
8039,7698
8039,10197
8039,10241
8039,13697
8039,14496
8039,14864
8356,3131
8356,3586
8356,4978
8356,6477
8356,8567
8356,8927
8356,11520
8356,13507
8356,16056
13762,884
13762,5072
13762,8599
13762,9886
13762,13012
13762,14280
13762,15146
13762,15562
15267,256
15267,2505
15267,2794
15267,8285
15267,9029
15267,10176
15267,13553
15267,15457
15672,1712
15672,1846
15672,6764
15672,10436
15672,14625
15672,15315
15672,15334
4,2402
4,3341
4,3598
4,3988
4,4775
4,5042
4,5311
4,9240
4,12169
4,13969
2402,3774
2402,6544
2402,10429
2402,12572
2402,13285
2402,15252
3341,572
3341,3987
3341,4051
3341,4637
3341,5455
3341,5564
3341,7739
3341,10354
3598,472
3598,4065
3598,9932
3598,13115
3988,2131
3988,6275
3988,6939
3988,12544
3988,15624
4775,9311
4775,10567
4775,10903
4775,13134
4775,14770
4775,14878
4775,15093
5042,1074
5042,3505
5042,3740
5042,8323
5042,9105
5042,13297
5042,15889
5311,65
5311,677
5311,3629
5311,4597
5311,5631
5311,7749
5311,8812
5311,11693
5311,12598
5311,13257
5311,14910
9240,1129
9240,3131
9240,5061
9240,6000
9240,6248
9240,6444
9240,6655
9240,7192
9240,7455
9240,7908
9240,8311
9240,9710
9240,11982
9240,14442
9240,15100
9240,15115
12169,72
12169,1496
12169,1964
12169,2020
12169,3644
12169,5273
12169,7656
12169,7734
12169,8128
12169,8462
12169,10681
12169,11106
12169,13797
13969,5716
13969,7186
13969,8493
13969,12824
13969,13721
13969,14806
5,3055
5,9697
5,11582
5,12028
5,12826
5,13461
5,15490
3055,2230
3055,2756
3055,4456
3055,9343
3055,11669
3055,12689
3055,14080
3055,14149
3055,14493
3055,15817
9697,309
9697,974
9697,4058
9697,4199
9697,5651
9697,6143
9697,7554
9697,8573
9697,8705
9697,11982
9697,12428
9697,14317
9697,14612
11582,426
11582,3577
11582,4287
11582,7972
11582,9341
11582,11119
11582,12199
11582,12457
11582,12563
11582,13514
11582,13998
11582,15088
12028,883
12028,1251
12028,2595
12028,3443
12028,3595
12028,4934
12028,6417
12028,7410
12028,7814
12028,8582
12028,11579
12028,12444
12028,12464
12028,12689
12028,13142
12028,13726
12028,15567
12826,1216
12826,5565
12826,5982
12826,8508
12826,9688
12826,10526
12826,10936
12826,11749
12826,12575
12826,12851
12826,14897
12826,15892
13461,668
13461,2331
13461,5187
13461,6437
13461,8939
13461,11490
13461,13736
13461,14025
13461,14865
13461,15498
13461,15657
15490,1148
15490,1893
15490,2904
15490,7530
15490,8801
15490,9122
15490,9205
15490,9752
15490,15739
6,270
6,2414
6,3916
6,5470
6,6384
6,8206
6,9883
6,10467
6,10578
6,14787
270,7612
270,10936
270,11890
270,13330
270,14084
270,15396
2414,97
2414,304
2414,1305
2414,3315
2414,4187
2414,4514
2414,4984
2414,6307
2414,6707
2414,7167
2414,7724
2414,8618
2414,9228
2414,10133
2414,12531
3916,1058
3916,6583
3916,7723
3916,9404
3916,10341
3916,11059
3916,11197
3916,12319
3916,13242
3916,13510
3916,14496
3916,14656
5470,1929
5470,2152
5470,2888
5470,3013
5470,7287
5470,7373
5470,9076
5470,12070
6384,4233
6384,4736
6384,5216
6384,5366
6384,7717
6384,9534
6384,9643
6384,10172
6384,11491
6384,12384
6384,14638
8206,81
8206,1797
8206,2096
8206,2692
8206,7210
8206,7405
8206,7696
8206,13044
8206,15473
8206,15643
9883,830
9883,2208
9883,5040
9883,8768
9883,12036
9883,13624
9883,15150
10467,936
10467,2340
10467,4449
10467,5939
10467,6185
10467,7205
10467,9376
10467,10158
10467,10159
10467,12614
10467,15510
10467,15813
10578,116
10578,3324
10578,4117
10578,6227
10578,8276
10578,10678
10578,10786
10578,11270
10578,12722
10578,15236
10578,15502
14787,1987
14787,3004
14787,4828
14787,5381
14787,12972
7,1302
7,6641
7,12888
7,14051
7,15496
1302,985
1302,2642
1302,7045
1302,7515
1302,8535
1302,9151
1302,9868
1302,10380
1302,11223
1302,11283
1302,12874
1302,14111
1302,15181
1302,15880
6641,2407
6641,2558
6641,5562
6641,9015
6641,9308
6641,10023
6641,12971
6641,13013
6641,13845
12888,1243
12888,2797
12888,2878
12888,3923
12888,5117
12888,5585
12888,7521
12888,8164
12888,9225
12888,10220
12888,10722
12888,12727
12888,13494
14051,2251
14051,2357
14051,4242
14051,6114
14051,7665
14051,9431
